"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Full Address,Products
"Shaoxing Keqiao Eryueju Textile Co.,",,China,,,Household Textiles,,"2, Building 3, C1, Shuangzha Road, Qianjinzha Village, Shaoxing, Zhejiang, CHINA",
"Shaoxing Keqiao Xuman Textile Co., Ltd.",,China,,,Household Textiles,,"Kuaiji Village, Pingshui Town, Keqiao District, Shaoxing, Zhejiang CHINA",
"Shaoxing Maryrose Hometextile Co., Ltd.",,China,,,Household Textiles,,"Bldg 1-2, South of Qisheng Road, Doumen Street, Shaoxing, Zhejiang, 312 CHINA",
"Shaoxing Mengfan Textile Co., Ltd.",,China,,,Household Textiles,,"No.9, Shunan Road, Kebei, Keqiao Area, Shaoxing, Zhejiang, CHINA",
Shaoxing Peak & Lead Arts,,China,,,Household Textiles,,"17, Lanxiongshan, Shangyu, Zhejiang, CHINA",
Shaoxing Peak & Lead Arts And Crafts,,China,,,Household Textiles,,"No.17 Lanxiongshan Zhong Road, Lianghu Town, Shangyu City, Zhejiang, CHINA",
Shaoxing Pinao Textiles Co Ltd,,China,,,Household Textiles,,"11, Qida Road, Shaoxing, Zhejiang, CHINA",
"Shaoxing Pinao Textiles Co., Ltd.",,China,,,Household Textiles,,"11, Qida Road, Xiyi Village, Anchang Town, Ke Qiao District, Shaoxing, Zhejiang, CHINA",
Shaoxing Welgreen Textile,,China,,,Household Textiles,,"168, Xincheng Road, Zhangzhen Industrial Zone, Shangyu District, Shaoxing, Zhejiang CHINA",
"SHAOXING ZHANBO KNITTING CO.,LTD.China",,China,,,Home tex,,,Home tex
Sharadha Terry Products Private Limited,,India,,,Household Textiles,,"8 Badrakaliamman Koil Road, Mettupalayam, Coimbatore, Coimbatore, Tamil Nadu, INDIA",
Sharadha Terry Products Pvt. Ltd.,,India,,,Household Textiles,,"415/1B, Door No. / Plot 413/2B, Pooluvapalayam, Poo, Coimbatore, Tamil Nadu, INDIA",
"Shastha Enterprises, Beach Road",,,,,Cashew supplier for Middle Eas,,,
Sheen Tex India,,India,,,Household Textiles,,"190-191, Sector 25, Part II, HUDA, Panipat, Haryana, INDIA",
"Shengyang (Fujian) Biotechnology Co., Ltd.",,China,,,BRC Instant Noodles,,,
"Shenzhen Benliju Bio-Tech Co., Ltd.",,China,sales1@benliju.com,Alibaba supplier page (antibacterial wipes),alcohol wipes,,,"OEM/ODM, private label, design support"
Shenzhen Yijia Sports Wear,,,,,Sports Wear,,,China
Shepcote,,-,"info@shepcote.com
Email Icon

orders@shepcote.com",https://www.shepcote.co.uk/about/,Dried Fruits & Nuts,,"Pexton Road
Kelleythorpe Industrial Estate
Driffield
East Riding of Yorkshire
YO25 9FR","Apricots
Cranberries
Dates
Raisins
Prunes"
Shepcote Distributors Ltd,Yorkshire,United Kingdom,,,Dried Fruits,Food,,
"Shijiazhuang Mongot Textile Co., Ltd.",,China,,,Household Textiles,,"North of East Pingle Village, Xinchengpu Town, Shijiazhuang, Hebei Sheng, Hebei, CHINA",
"Shijiazhuang Yizhaoda Textile Co., Ltd.",,China,,,Household Textiles,,"99, Zhengnan North Street, Lingshou County, Shijiazhuang, Hebei, CHINA",
Shimla Hills,,India,sales@shimlahills.com,https://shimlahills.com/,Orange Juice  & Concentrate,,,"Puree, Concentrate"
Shimla Hills Offerings Pvt. Ltd.,,India,sales@shimlahills.com,https://shimlahills.com/,Rice list,,,"Basmati Rice, Non - Basmati Rice, Spices, Fruits pulp"
Shimpo Seafoods,,India,,website not available,Shrimps,,,
"SHINPHATCHA CO., LTD.",Phayao,Thailand,,,Dried Fruits,Food,,
Shiv Shakti International,,,,,Sial Rice,,,
Shiva Kriti Agro Pvt. Ltd,,India,care@shiva-kriti.com,https://shiva-kriti.com/,Rice list,,,"Basmati Rice, Non - Basmati Rice"
SHIVAKRITI AGRO PRIVATE LIMITED,,,care@shiva-kriti.com,,RICE,,,
"Shoei Foods Qingdao Co., Ltd",Qingdao,China,,,Dried Fruits,Food,,
"ShoEi Foods USA, Inc.",,USA,"info@shoeiusa.com.,",https://www.shoeifoodsusa.com/contact,Nuts List,,,Walnuts
SHREE BAJRAGBALI,,,sbail777@gmail.com,https://www.shreebajrangbali.com/,RICE,,"Vill-Mahanagar, P.O-Katna, P.S-Gazole, Dist-Malda, West Bengal, 732124",
"Shree Krishna Rice & General Mills,",,,abhinavgoyal@shreekrishnarice.com,https://www.shreekrishnarice.com/about-us/,RICE,,": Deviwala Water Works, Moga
Road,Kotkapura – 151204, Punjab
(INDIA)",Basmati Rice
SHREE KRISHNA RICE MILL,,,info@skrmindia.com,https://www.skrmindia.com/,RICE,,HARYANA,BASMATI/NON BASMATI
SHREE MANI MAHESH AGROTECH(SMM AGROTECH),,,"export@smmagrotech.com,amitrana2002@gmail.com",http://smmagrotech.com/,RICE,,DELHI,Basmati rice /NON BASMATI
SHREE RAM TRADING CO.,,713,,trader,Pulses,,,PULSES
SHREE SANWARIA AGRO INDUSTRIES,,713,,no website,Pulses,,,PULSES
Shreeji Overseas,,India,"vipul@shreejioverseas.biz
sales@shreejioverseas.biz",Wesbite not found,Anuga - India,,,"Importers and Distributors of  Food, Beverage and Confectionary Products"
SHREEJI TRADING COMPANY,,713,,no website,Pulses,,,PULSES
SHRI BALAJI AGRO,,713,,"Supplier of Soya Chaap, Makfood Tomato Puree,",Pulses,,,PULSES
Shri Ganesh Agro Foods,,India,info@shriganeshagroproducts.com,https://shriganeshagroproducts.com/,Rice list,,,Non - Basmati Rice
Shri Hari Industries,,,,https://krishnaindia.in/,Sial Rice,,,"seeds, spices, herbs,"
"Shri Lal Mahal Group,  VI Exports India Pvt Ltd",,India,,,Signed Contract,,,Rice
Shri Pranav Textile Creations Private Limited,,India,,,Signed Contract,,,Home Textiles & Apparel
SHRI RAM FOOD,,,sales@greta.in,www.shriramfood.com/,RICE,,,
Shri Sagas Connect Pvt. Ltd.,,,export@shrisagas.com,http://www.shrisagasconnect.com/category/grounded-spices,Ground Spices,,"216 Blue Rose Industrial Estate, Western express Highway, Next to Metro Wholesale, Borivali East - 400066",
Shri Shanker Gauri Agro Product Private Limited,,India,makhmalfresh@gmail.com,https://www.makhmalfresh.com/,RICE,,"Nainwa Road, Nainwa, Bundi, Rajasthan - 323001, India",Basmati Rice
SHRI VISHWAKARMA ENTERPRISES,,713,,no website,Pulses,,,PULSES
Shrijee Food Tech,,India,shreejifood@gmail.com,www.straliapeanutbutter.com,Anuga - India,,,Peanut Butter
SHRIMP MADELEINE S.A.R.L,,Morocco,,website not available,Shrimps,,,
Shubham Goldie Masala Pvt. Ltd,,India,ajay.jain@goldiee.com ; alok.seth@goldiee.com,www.goldiee.com,Anuga - India,,,Instant Noodles
Shubham Nutri Foods,,India,,,Signed Contract,,,Peanuts and Peanut Butter
SHUBHLAXMI FOOD,,,info@shubhalaxmifoodproducts.com,http://www.shubhalaxmifoodproducts.com/index.html,RICE,,,Parboiled rice
SHUBHLAXMI INDUSTRIES,,,info@shubhgum.net / brijesh@spicesgroup.com,https://www.shubhgum.co.in/,Ground Spices,,"49, G.I.D.C, DEESA 385535, NORTH GUJRAT, INDIA",
Shuyang Aizhiweier Leisure,,China,,,Household Textiles,,"1, Zhuanjing Group Zhaozhuang Village, Longmiao Town, Suqian, Jiangsu, CHINA",
"Shyam Cashews, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
Shyam Industries,,India,,https://www.shyamind.com/,Pulses,,,Food
Shyam Sahara Trade,,,shyamsahara.trade@gmail.com,https://www.shyamsaharatrade.com/,Ground Spices,,"RZD-1/141, Second Floor,
Street No.5, Mahavir Enclave,
Palam, New Delhi -110045.",
SIA “ALIS CO”,,Latvia,,IMPORTER,Dried Fruits List,,,IMPORTER
SIA ALIS Co,Riga,Latvia,,https://www.alis-co.lv/,Dried Fruits,Food,,
SIA GEMOSS,,Latvia,,IMPORTER,Dried Fruits List,,,IMPORTER
SIA ORKLA BISCUIT PRODUCTION,,Latvia,orkla@orkla.lv,https://www.orkla.lv/,Biscuits- Cookies,,,Biscuits-cookies
SIAM FRESH MARKET,,,info@sfm.co.th,https://www.siamfreshmarket.com/,Coconut,,,
"SIAM FRUIT GARDEN CO., LTD",Nakhon Pathom,Thailand,,,Dried Fruits,Agents and Brokers,,
"Siam Golden Rice Co.,Ltd.",,Thailand,marketing@siamgoldenrice.co.th,http://www.siamgoldenrice.co.th/en/index.php,Rice list,,,"Jasmine Rice, White Rice, Parboiled Rice, Cargo Rice, Brown Rice"
"Siam Hanamaruki Co., Ltd.",,Thailand,,,Rice list,,,
"Siam M.C. Co.,Ltd.",,Thailand,,,Rice list,,,
"Siam Oriental Food And Beverage Co., Ltd",Bangkok,Thailand,,,Dried Fruits,Food,,
SIAM SUGAR EXPORT,,,,,"ICUMSA 45 SUGAR, SUDAN",,,Sugar
"SIAM SUGAR EXPORT CORP., LTD (SSEC)",,,sales.siamsugarexport@gmail.com,https://siamsugarexport.com/,Sugar,,,
SIAM-GRAINS,,,marketing@siamgrains.com,http://www.siamgrains.com/,Sial Rice,,,Thai rice
"Sichuan Sentaiyuan Biotechnology Co., Ltd.",,,marketing@sentaiyuanbio.com,,Instant Noodles,,,
"Sichuan Yilianju Food Co.,Ltd.",,China,,,Agent & Distributor list of Dri,,,Dried Fruits
SILVER SEA FOOD UNIT - II,,India,not available,https://silverseafoodbharat.com/,Shrimps,,,"fishes, squid, shrimps, cuttlefish, surimi, lobster"
SILVESTRES,,Chile,sales@silvestres.cl,https://www.silvestres.cl/,Dried Fruits & Nuts,,,"RAISINS, PRUNES, WALNUTS"
Simpson Seeds Inc.,,Canada,ssi@simpsonseeds.com,http://simpsonseeds.com/,Red lentils Nov24,,,
SIMSEK BISKUVI VE GIDA SANAYI A. S.,,Turkey,bilgi@simsek.com.tr,http://www.simsek.com.tr/,Biscuits- Cookies,,,Biscuits-cookies
ŞİMŞEK BİSKÜVİ VE GIDA SANAYİ AŞ.,,,,,Biscuits,,,Turkey
Sinai Srl,,Bolivia,hello@sinaiquinoa.com,https://sinaiquinoa.com/,Quinoa -Nov24,,,
SINDAN ORGANIC S.R.L,,Bolivia,info@sindanorganic.com.bo,http://www.sindanorganic.com.bo/,Quinoa -Nov24,,,
Singapore,,,,,Instant Noodle,Tat Hui Foods Pte Ltd,,
"Singha Kameda (Thailand) Co.,Ltd",,Thailand,marketing@singhakameda.co.th,http://www.singhakameda.co.th/,Rice list,,,"Rice Crackers, Baked Items"
SINISI SRL,ANDRIA (BT),Italy,,,Dried Fruits,Food,,
SINISI SRL SOCIETA' UNIPERSONALE,,Italy,,,Dried Fruits List,,,IMPORTER
"Sipso Tropical Drink Co.,Ltd",,Thailand,sales@sipsothai.com,http://www.sipsothai.com/,Rice list,,,"Ready Meals, Puddings"
SIRIO. SOC. COOP. AGRICOLA,,Italy,,,Fresh fruits and vegetables,,,
sitaram foods,,Gujarat,"shreeramexports00@gmail.com
shreeramexports01@gmail.com",http://www.sitaramfood.com/,Gulf food _ Pulses,,,"Pulses(Corn flour,
Red chili powder, ginger powder, turmeric powder
Moong, Brown Channa, beans)"
SIVAKAILAS,,,sivakailasexports@gmail.com,https://www.sivakailasexports.com/coconut.html,Coconut,,"Jas Elegant, Bhavana junction, Kurakada P.O, Attingal, Thiruvananthapuram
Kerala, India -695104.",
Siyaram's,,India,enquiries@siyaram.,https://www.siyaram.com/brands/siyarams/siyarams-suitings-and-shirtings.php,Textile,,"B/5, Trade World, Kamala Mills Compound, Senapati Bapat Road, Lower Parel (West), Mumbai - 400 013",Shirts
Skanem Interlabels Nairobi Limited,,Kenya,,,Macadamia Nut jan 25,,,
SKD Fine Decor,,India,,,Household Textiles,,"38/3, Sri Dhanam Nagar, Mylampatti Post, Sulur Taluk, Coimbatore, Tamil Nadu, INDIA",
SKD Fine Décor,,India,,,Signed Contract,,,Home Textiles
"Skippy Foods, LLC",,USA,NOT AVAILABLE,https://www.peanutbutter.com/,Nuts List,,,Peanut Butter & Spreads
SKRM Foods India Pvt. Ltd.,,,info@skrmfood.com,https://www.skrmfood.com/,RICE,,"Pakhana Road, Village - Nadana, Taraori - 132116",Parboiled rice
SKY Agri Export.,,,sales@skyagriexport.com,http://www.skyagriexport.com/,Ground Spices,,"Head Office:
G -15 Sahyog Complex,
Nr. Citizen Guest House, Mahuva -364290
Gujarat, INDIA.",
SKY COTEX INDIA PVT LT (Core India),,India,praveen@thecoreindia.com,https://www.thecoreindia.com/,Textile,,"#3/294, Kuppandampalayam,
Veerapandi [Po], Veerapandi Pirivu,
Palladam Road,
Tirupur – Tamilnadu – India
Pincode : 641605","""KNIT WEAR
WOVEN WEAR
HOME TEXTILE
SOCKS"""
Sky Cotex India Pvt Ltd,,India,,,Apparels,,,Apparels
SKY OASIS EXPORTS & IMPORTS PVT.LTD,,India,,https://skyoasis.tradeindia.com/,RICE,,"101, Sky Oasis, Elphinstone Street, Khadki,Pune - 411003, Maharashtra, India",Basmati Rice
SkyCotex,,India,,,Signed Contract,,,Apparel
SKYZ International,,,info@skyzinternational.com,https://skyzinternational.com/,Ground Spices,,"G-17, Sarthi Complex
Hirabaug, Varachha Road
Surat-395006, Gujarat, India",
Sleaford Quality Foods Limited - Sleaford,Sleaford,United Kingdom,,,Dried Fruits,Food,,
SLN Coffee Private Limited,,India,info@slncoffee.com,LINK,Snacks and Sweets Expo in Dubai,,,Coffee
SMARTSEA SAC,,,smartsea@smartsea.pe,,Peru List sent by J,no certifications,,Seafood
"Smeltzer Orchard Company, LLC",Frankfort,USA,,,Dried Fruits,Food,,
"Smile Fruit Co., Ltd.",Rayong,Thailand,,,Dried Fruits,Food,,
"SMILE HEART FOODS CO., LTD.",,Thailand,not available,https://smileheart.co.th/,Shrimps,,,"crab meat stick, mini chikuwa, crab claw"
Smile Natural Foods Inc.,Woodbridge,Canada,,,Dried Fruits,Food,,
Sms Apparels,,India,senthil@smsknits.com,https://smsknits.com/contact.php,Apparels,,,Mens/Womens/ Kids wear
SMS Konfeksion Dikim Tekstil ve San.,,Türki̇ye,,,Household Textiles,,"114, Organize Sanayi Blgesi 101, Usak, Ushak, 64 TÜRKİYE",
SN Group,,Türkiye,,,Red lentils Nov24,,,
SNACK GROUP,,,info@snackgroup.com.ua,https://snackgroup.com.ua/en/,Ukraine list by J,NO CERTIFICATIONS,,"Chips, toast, peanuts, seeds"
SNACK PRODUCTION,,,no email,https://snackproduction.com.ua/en,Ukraine list by J,NO CERTIFICATIONS,,"seeds,"
Snacksmiths Private Limited,,India,,,Dried Fruits List,,,Macana
SNRA Commodities - Fabens,,USA,,WEbsite not available,Nuts List,,,
SNRA Commodities - Juarez,,Mexico,,WEbsite not available,Nuts List,,,
Sobi Fish Processing Industries Ltd,,Bangladesh,"info@sobibrand.com, sobifishkln@gmail.com",https://sobibrand.com/,Shrimps,,,"""Black Tiger
 
King Prawn"""
Sociedad Agrícola La Hornilla SPA - Planta Chocalán,,Chile,no website,,Fresh fruits and vegetables,,,
Sociedad Agropecuaria Industrial Y Tecnica Srl Saite Srl,,Bolivia,info@quinuasaite.com.bo,https://www.quinuasaite.com.bo/,Quinoa -Nov24,,,
SOCIEDAD COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS ALMIFRUT S.A.,Santiago,Chile,,,Dried Fruits,Food,,
Sociedad de Servicios Nueva Longavi SPA,,Chile,,,Nuts List,,,
Sociedad Industrial De Alimentos Naturales Organicos Sindan Organic Srl,,Bolivia,info@sindanorganic.com.bo,http://www.sindanorganic.com.bo/,Quinoa -Nov24,,,
SOCIEDAD NACIONAL GALAPAGOS C.A.,,Ecuador,exports@songa.com,https://www.songa.com/,Frozen Shrimps,,,Shrimps
Società Agricola Cooperativa Agricoltori Ionici C.A.I. Soc. Coop. a r.l. - Furci Siculo,,Italy,,,Fresh fruits and vegetables,,,
Societa Cofica,,Australia,dia@societacofica.com.au,https://societacofica.com.au/,Pulses,,,"Lentils, Beans, Chickpeas"
Società Italiana Prodotti Alimentari Hygeia S.r.l.,CIVIDATE CAMUNO (BS),Italy,,,Dried Fruits,Food,,
Societe De Transformation De Noix De Cajou,,Cote D'Ivoire,"infos@stnc-ci.com,
Mamadou.fofana@stnc-ci.com",,Cashew Nov 24,,,
SOHAM EXPORTS,,713,,trader,Pulses,,,PULSES
"SOHAO FD-TECH CO.,LTD.",QingDao,China,,,Dried Fruits,Food,,
Sohum Linen,,,,,,,,India
Son Thanh Production Trading Import-Export Joint Stock Company,,,11.11.24 - intro email sent,,Cashew supplier for Middle Eas,,,
SON TRA FOODSTUFF PROCESSING FACTORY – SEADANANG,,Vietnam,info@sontraseafood.com,https://sontraseafood.com/,Shrimps,,,"Squid Stuffed, Horse Head Fish Fillet,
 Cuttle Fish Whole Cleaned"
SONA AGRO,,713,,biscuit and craker,Pulses,,,PULSES
SONATA,,,,,"Cashew, Germany",,,Cashew(W320)
SONATA AGRI INTERNATIONAL COTE D'IVOIRE,,Cote D'Ivoire,Lakhwinder.singh@sonatagroup.com,,Cashew Nov 24,,,
SONG HY COMPANY LIMITED,,Vietnam,songhy.pl@gmail.com,https://songhycas.com/home,Cashew Nov 24,,,
"Song Hy Gia Lai Co., Ltd",,Vietnam,songhygialai@songhygialai.vn,https://www.facebook.com/songhygialai/,WHOLE PEPPER,,,
SONGA,,Ecuador,"exports@songa.com,ventas@songa.com",https://www.songa.com/,Shrimps,,,shrimp
Songxin,,,songxin99@qq.com,https://en.songxin.com.cn/,Medical Uniform,,,
Sonia Fisheries Pvt Ltd.,,India,,website not available,Shrimps,,,
Sonia Marine Exports Private Limited,,India,,website not available,Shrimps,,,
Sonya Foods,,,,,,,,Peanut Butter
"Soonthorntanyasap Co., Ltd (Plant 2)",,Thailand,,,Rice list,,,
"Soorya Cashew Factory, Karunagappally",,,,,Cashew supplier for Middle Eas,,,
SOTO FILHOS EXPORTS,,Brazil,deal@sotofilhos.com.br,https://sotofilhos.com.br/,Sugar,,,SUGAR
Sottelestelle Srl Società Benefit,San Giovanni Rotondo (FG),Italy,,,Dried Fruits,Food,,
SOTTOLESTELLE SRL,,Italy,,,Dried Fruits List,,,IMPORTER
Soulful Treenuts Global LLC,Miami Beach,USA,,,Dried Fruits,Agents and Brokers,,
Souparnika Export Enterprises,,India,,,Nuts List,,,
"Souparnika Export Enterprises, Decent Junction",,,,,Cashew supplier for Middle Eas,,,
Sourced by Manvita 12-02-2024,,,,,Almonds - Ruchita,,,
Sourced by Manvita 27-12-2023,,,,,Brazil Nuts,,,
Sourced by manvita-18-01-2024,,,,,CASHEW,,,
South Georgia Pecan Co.,,Georgia,jeffworn@georgiapecan.com,www.georgiapecan.com,Pecan Nuts,,"309 South Lee St. Valdosta, Georgia 31603","PECANS
ALMONDS
WALNUTS
CASHEWS
MACADAMIA"
"South Kerala Cashew Exporters, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
South Valley Almond Company – Wasco,,USA,ONLINE FORM AVAILABLE,https://www.southvalleyfarms.com/,Nuts List,,,almonds
South Valley Farms- BRC certified,,"California, Usa",sales@svfnuts.com,https://www.southvalleyfarms.com/,Almonds - Ruchita,,"15443, Beech avenue, Wasco, CA 93280",Almonds and Pistachios
SOUTH-MEKONG,,,info@mekongagro.com,https://southmekong.com/,Sial Rice,,,Thai rice
Southeast Asian Packaging and Canning Ltd (Samutsakorn),,Thailand,,https://www.kingfisher.co.th/index.php,Rice list,,,Canned Food
"Southern Cashew Exporters, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
Southern Foods Limited - Khulna,,Bangladesh,"ideal@btcl.net.bd

                                                                  lfpcl@khulna.bangla.net",https://southernfoodsltd.page.tl/,Shrimps,,,IDEAL” & “KING”
Southern Roots Nut Company,,Georgia,harrel@southernroots.org,www.southernroots.org,Pecan Nuts,,"2455 Entrada Del Sol Las Cruces, NM 88001",Pecan Product
Southern Shipping Services Ltd,,Kenya,,,Macadamia Nut jan 25,,,
Southern Tropical Foods Private Limited,,India,"vinay@stfoods.in, kartheek@stfoods.in",https://www.stfoods.co/index.html,Frozen Shrimps,,,Shrimp
SOUTHLAND GLOBAL AGRICULTURE,,Cote D'Ivoire,Ouattara.abou@southlandglobal.africa,,Cashew Nov 24,,,
Southland Southland Global Agriculture,,,,,"Cashew, Germany",,,Cashew(W320)
SPAIN,,,,,RICE,,,parboiled rice
Spectacle Foods,,India,,,Signed Contract,,,Peanuts and Peanut Butter
Spiceken EPZ Limited,,Kenya,,,Macadamia Nut jan 25,,,
SPISA KENYA,,Kenya,sales@spisakenya.com,https://www.spisakenya.com/,Avocado-Nov 24,,,
SPN,,China,spnwipes@aliyun.com,,alcohol wipes,,,
SPONGE ENTERPRISES PRIVATE LIMITED,,India,info@spongeenterprises.com,https://www.spongeenterprises.com/,Rice list,,,"Parboiled Rice, White Rice, Maize"
Sponge enterprises pvt ltd,,,info@spongeenterprises.com,https://www.spongeenterprises.com/,Sial Rice,,,"parboiled rice, white rice"
Springhaus,,Argentina,info@springhausagro.com,https://www.springhausagro.com/,Gulf food _ Pulses,,,"Pulses(Split Green Peas,Mung Beans,Chickpeas,Millet,Confection Sunflower Seeds,Green Peas,Dark Red Kidney Beans,Black Beans,Popcorn)"
Sprint Exports Pvt Ltd,,,"info@sprintexports.com,marketing@sprintexports.com",https://www.sprintexports.com/,Shrimps,,,
Sprouted Walnut,,,hello@tenderlyrooted.com,https://www.sproutedwalnut.com/,walnuts,,"1186 Steadman Rd

Biggs, CA 95917",
SR EXPORTS,,,srexports@gmailplus.in,https://srexports.co.in/,DRIED CHICKPEAS,,"42 Lakshmipuram 4th Street, 1st Floor, Madurai – 625 001. Tamilnadu, India.",
SRD Group,,India,samrat@srdeka.com,www.srdeka.com,Anuga - India,,,Contract manufacturers for retailers
"Sree Angalamman Exports, India",,India,,,Home tex,,,Home tex
Sree Durga Cashew Factory. Puthoor,,,,,Cashew supplier for Middle Eas,,,
SreeLekshmi Cashew Company,,,,https://www.sreelekshmicashew.com/index.html,CASHEW,,not given contact details,cashew
"Sreelekshmi Cashew Company, Kadappakada",,,,,Cashew supplier for Middle Eas,,,
Sreelekshmi Cashew Enterprises Private Limited,,India,No Email ID Online Form,https://www.sreelekshmicashew.com/,Nuts List,,,Cashew
SRG Apparels Limited,,,,,Garments,,,Garments
Sri Kalyan Exports Pvt Ltd,,India,merch1@srikalyanexportindia.com,https://srikalyanexportindia.com/,Textile,,"No.192/4, lswarya Garden, Sengodampalayam, Villarasampatti Post, ERODE - 638107

Tamil Nadu, INDIA","1) Home Textiles 
2) Bags"
SRI LANKA,,,,,WHOLE PEPPER,,,
SRI NIWAS FOOD INDUSTRIES,,,apoorv@shriniwasfood.com,https://www.shriniwasfood.com/,Pulses,,,delhi
Sri Rama Modern and Para Boiled Rice Mill,,India,,,Rice list,,,Non - Basmati Rice
SRI SAINATH INDUSTRY PVT,,,sainath@srisainath.com,https://srisainath.com/products/,RICE,,"Behind Samrat Talkies Civil Station Road, Raipur, Chhattisgarh 492009",Parboiled rice
Sri Sri Foods,,,,https://srisrifoods.com/,RICE,,not given,Parboiled rice
SRISAINATH,,,sainath@srisainath.com,https://srisainath.com/products/,RICE,,,Parboiled rice
SS GROUPS,,,contact@ssgroups.info,https://ssgroups.info/,Ground Spices,,#89. SS groups Krishnarajapet. Karnataka India 571426,
SSV EXPOTS,,,dhairya@ssvexport.com,https://ssvexport.com/,Ground Spices,,RAJKOT,
"St. Annes Cashew Industries, Puthoor",,,,,Cashew supplier for Middle Eas,,,
"St. George Foods, Kottarakara",,,,,Cashew supplier for Middle Eas,,,
ST. GREGORIOS CASHEW INDUSTRIES,,,,,Cashew 25,,,
"St. Gregorios Cashew Industries, Kottarakara",,,,,Cashew supplier for Middle Eas,,,
"St. John's Cashew Company, Kottarakara",,,,,Cashew supplier for Middle Eas,,,
St. Mary’s Cashew Factory,,,,,Cashew 25,,,
"St. Mary's Cashew Factory, Kottarakara",,,,,Cashew supplier for Middle Eas,,,
"St. Mikhael Cashew Exports, Nallila",,,,,Cashew supplier for Middle Eas,,,
"St. Nicholas Cashew Exports, Nallila",,,,,Cashew supplier for Middle Eas,,,
"St. Paul's Cashew Factory, Puthoor",,,,,Cashew supplier for Middle Eas,,,
